year,ISO,ISO_No,Name,PWC_Lat,PWC_Lon,Pop,Density,Area,PWD_A,PWD_G,PWD_M,PWD_P1,PWD_P2,PWD_P3,PWD_P4,PWD_P5,PWD_P6,PWD_P7,PWD_P8,PWD_P9,PWD_P10,PWD_P11,PWD_P12,PWD_P13,PWD_P14,PWD_P15,PWD_P16,PWD_P17,PWD_P18,PWD_P19,PWD_P20,PWD_P21,PWD_P22,PWD_P23,PWD_P24,PWD_P25,PWD_P26,PWD_P27,PWD_P28,PWD_P29,PWD_P30,PWD_P31,PWD_P32,PWD_P33,PWD_P34,PWD_P35,PWD_P36,PWD_P37,PWD_P38,PWD_P39,PWD_P40,PWD_P41,PWD_P42,PWD_P43,PWD_P44,PWD_P45,PWD_P46,PWD_P47,PWD_P48,PWD_P49,PWD_P50,PWD_P51,PWD_P52,PWD_P53,PWD_P54,PWD_P55,PWD_P56,PWD_P57,PWD_P58,PWD_P59,PWD_P60,PWD_P61,PWD_P62,PWD_P63,PWD_P64,PWD_P65,PWD_P66,PWD_P67,PWD_P68,PWD_P69,PWD_P70,PWD_P71,PWD_P72,PWD_P73,PWD_P74,PWD_P75,PWD_P76,PWD_P77,PWD_P78,PWD_P79,PWD_P80,PWD_P81,PWD_P82,PWD_P83,PWD_P84,PWD_P85,PWD_P86,PWD_P87,PWD_P88,PWD_P89,PWD_P90,PWD_P91,PWD_P92,PWD_P93,PWD_P94,PWD_P95,PWD_P96,PWD_P97,PWD_P98,PWD_P99,PWD_P100
2020,AFG,4,Afghanistan,34.61890793,67.51248932,38928340,60.5,643054.5,3363.2,334.8,213.8,6.2,9.8,12.5,14.9,16.9,18.8,20.6,22.4,24.2,26.1,28,29.8,31.7,33.7,35.7,37.7,39.8,41.9,44,46.3,48.6,51,53.5,56.1,58.8,61.7,64.8,68,71.6,75.4,79.3,83.5,88,92.7,97.7,102.8,108.4,114.2,120.3,126.9,133.9,141.4,149.3,157.3,165.7,174.3,183.1,192.6,202.9,213.8,225.4,237.7,251,265.5,281,298.2,317.5,339.3,363.1,388.4,416.1,447.2,482.2,522.1,565.7,614.3,669.5,730.7,799.1,875.1,961.6,1060.7,1177.9,1306.3,1455.9,1624.4,1833.2,2059.2,2292.5,2570.6,2932.1,3549.7,4452.6,5148.5,6560.8,10358,13417.3,15929.9,17704.4,19044.7,19834,20550.3,21045,21411.5,21724.4,22030.7,22456.4,22961.8,23632.7,26609.6
2020,ALB,8,Albania,41.20573807,19.86026001,2877800,102,28220.5,4842.4,1268.3,2166.6,5.8,9.7,13.9,18.6,23.5,28.4,33.5,38.9,44.8,51.2,58.2,65.9,74.4,84,94.7,106.2,119.2,133.7,149.4,166.4,183.9,202.8,222.9,244.4,268.2,293.5,320.4,349,380.1,414.3,451.3,490.8,534.3,579.7,628.7,682.8,739.7,801.1,867.3,939.3,1018,1105.3,1200.9,1303.3,1418,1543.4,1683.3,1837.3,1994.7,2166.6,2343.5,2532,2733.1,2940.4,3141.6,3330.6,3534.5,3729.2,3952.2,4169.4,4365.3,4581.1,4787.7,5013.7,5248.8,5480.5,5694.8,5888.8,6061.4,6224.3,6414.8,6650.1,6898.2,7105.8,7304.1,7572.1,7772.8,8048.2,8563.6,8921.1,9375,9956.8,10845.9,11533.9,12024.2,12624.6,13590.2,14768.4,15669.9,16367.9,16747.5,17071.4,17369.8,17604.5,17819.2,18002.1,18211.3,18489.6,18898.7,20409.1
2020,DZA,12,Algeria,35.53092957,3.494461775,43851042,19,2310253.3,4694.5,1196.6,2280.6,1.3,4.1,7.5,11.3,15.7,20.7,26.2,32.6,39.8,47.9,57.2,67.6,79.7,93.1,107.9,124.1,141.5,159.9,179,198.8,219.4,240.9,263.5,287,311.7,337.7,365.1,394.6,426.3,460.6,498.1,539.1,585.4,638.6,699,768,845.8,931.8,1025.6,1123.6,1225.8,1333.2,1442.1,1555.8,1669,1786,1905.3,2027.1,2153.8,2280.6,2410,2543.6,2681.1,2823,2968,3117.4,3267.6,3421,3578.4,3736.9,3899.3,4062.9,4228.1,4402,4578.4,4764.2,4952.4,5147.4,5346.4,5558,5776,5995.9,6217.7,6446.1,6667.8,6895.9,7128,7380.5,7648.2,7925.6,8212.8,8502.3,8801.8,9107.5,9425.3,9755.6,10119.1,10513.7,10984.3,11554.4,12243.6,13056.8,13999.3,15136.1,16343.7,17888.1,20586.2,25504.2,33810.4,107035.6
2020,ASM,16,American Samoa,-14.30999947,-170.6968842,55197,232.2,237.8,842.4,590.3,727.2,15.2,33.5,50.6,66.7,79,92.3,107.2,122.9,138,151.1,164.2,180.9,196.6,214,230.5,246.3,261,278,296.6,315.5,329.7,346.2,362,378.5,396.7,412.9,429.1,443.6,458.3,472.8,487.9,503.4,515.3,529.9,543,557.5,571.9,585,596.1,607.3,621.1,632.8,644.5,655.6,666.5,679.2,690,701.7,715,727.2,742.2,759,772.9,789.6,805.2,817.5,832,845.5,861.6,874,889.9,906.2,918.8,928.5,938,947.8,958.7,969.6,988.3,1005.8,1024.3,1052.8,1074.8,1101.6,1123.2,1146.5,1166.3,1187.6,1222.1,1249.8,1289.9,1336.8,1382,1430.7,1488.2,1541.4,1595.4,1644.9,1681.6,1720.5,1757,1796.4,1844.3,1896.8,1981.8,2179.8,2312.3,2523.1,2810.3,3423.8
2020,AND,20,Andorra,42.52226257,1.549316764,77265,171.3,451.2,2996.6,1272.6,1797.4,8.6,12,17.8,25.5,37.1,49.4,67.8,87,106.3,123.4,152.7,178.1,198.8,221.7,239.6,272.6,305.4,331.4,355.3,389.1,418.3,450.7,498.8,542.8,583.7,628,661.5,707.5,754.1,793.1,832.8,876.8,918.9,990.8,1051.9,1090.7,1128.5,1171.1,1214.2,1268.4,1332.4,1391,1442.5,1475.4,1508.7,1554.2,1599.2,1663.7,1724.9,1797.4,1852.4,1929.8,1975.8,2013.2,2060.5,2112.1,2153.5,2205,2277.6,2342.9,2427.9,2537.3,2654.7,2751.9,2824,2898.4,3022.1,3174,3324,3436.5,3507.3,3604,3702.8,3797.5,3914.7,3992.4,4116,4291.3,4525.5,4887.5,5080.9,5377.1,5997.3,6340.3,6675.7,7048.5,7460.1,8107.2,8311.2,8465.6,8558.8,8759.4,8936.2,9032.5,9333.3,10902.5,12160.4,13903.2,15765.6,16404.4
2020,AGO,24,Angola,-10.32665253,14.45739555,32866268,26.3,1249772.4,12304.9,885.3,1483.6,1.8,2.8,3.8,4.8,5.9,7,8.2,9.5,10.9,12.3,13.8,15.4,17,18.7,20.5,22.3,24.2,26.2,28.4,30.7,33.2,36,39,42.5,46.4,50.6,55.4,60.9,67.1,74.6,83.8,94.2,106.6,121.5,139,159.9,185.4,217.4,258.3,310,377.7,462.3,554.1,653.5,759.9,885,1025.7,1159.6,1305.1,1483.6,1704.2,1940.5,2188.9,2466.6,2796.2,3114.7,3461.3,3799.3,4148,4552.9,5013.4,5503.9,6069.2,6718.7,7536.5,8127.9,8601.5,8977.6,9311.7,9655.5,10040.6,10525.8,11091.7,11919.2,13488.4,15049.6,17142.1,19296,24297,29220.6,30582.1,32332.5,34194,35862.5,37620.5,39619.6,41543.4,43269.4,44785.3,46520,48430.1,50028.2,51561.3,53193.6,56329.4,61126.2,66151.9,68705,70817.7,82443.2
2020,ATG,28,Antigua and Barbuda,17.11608887,-61.82099152,97927,218,449.2,989,608.3,689.2,17.2,29.8,40.9,53.4,65.4,78.2,92,109.4,127.1,144.8,160.5,173.1,190,206.2,221.9,239.4,256.5,271.8,284.8,298.1,309.7,320.7,332,342.8,353.7,364.2,376.1,387.7,398.6,409.7,420.1,430.3,440.2,451,461.6,472.7,484.6,496.5,510.7,526.2,540.4,555.8,570.9,588.7,605.8,623,641.5,658.5,672.7,689.2,705.7,718.8,733.4,748,762.8,779.1,797.6,815.5,830.9,847.1,865.1,883.4,902,923.2,943.1,965.8,989.9,1019.9,1051.2,1078.7,1110,1140.9,1178.3,1211.1,1245.9,1283,1321.4,1381.7,1444,1864.8,2075.2,2220.3,2295.6,2362.5,2416.2,2479.1,2524.7,2559.1,2592.9,2629.5,2656.5,2692.8,2725.3,2766.6,2801.2,2842,2880.1,2911.3,2942,3078.9
2020,AZE,31,Azerbaijan,40.27694321,48.14876556,10139175,119.4,84892.1,2652.1,533.9,441.7,14.6,18.3,21.1,23.5,25.9,28.4,31,33.9,36.8,39.8,42.8,46,49.4,53.1,57.3,61.6,66.1,70.8,75.6,80.7,85.9,91.2,96.7,102.6,108.8,115.6,122.8,130.4,138.5,146.8,155.7,164.9,174.3,184.1,194.2,204.5,215.1,226.4,238.9,252.5,267.1,282.3,298.2,314.7,332.1,350.8,370.9,393.2,416.8,441.7,468.1,496.7,526.5,558.1,591.5,627,664.4,703.3,743.9,788.5,837.3,893.3,957.2,1028.8,1113.3,1215.7,1338.2,1492.2,1669.3,1875.9,2149.1,2466.8,2795.8,3135.7,3462.4,3773,4066.2,4347.2,4631.9,4917.7,5222.9,5567,5947.2,6374.5,6822.1,7266.4,7650.6,8019,8363.6,8738.1,9132.4,9589.4,10075.1,10636.5,11418.7,12574,14661.4,18685.3,22971.5,29599.4
2020,ARG,32,Argentina,-33.01755524,-61.29682922,45195777,16.5,2745814.8,4496.4,1333.5,2642.5,0.8,1.4,2.3,3.8,6.3,10,15.2,22.1,30.6,41.2,55,73.5,98.5,131.3,169.1,208.5,250.4,295.4,341,386.8,433.4,481.4,531.1,582.2,634.2,688.4,744.3,801.8,863,925.4,990.1,1057.6,1127.3,1199.1,1272.7,1347.1,1423.3,1501.5,1582.1,1665,1751.1,1839.7,1929.2,2021,2116.7,2216.4,2318.6,2421.6,2529.5,2642.5,2757.7,2875.4,2995.4,3114.6,3236.6,3360.2,3489,3620.1,3751.9,3884.5,4020.2,4155.3,4296.1,4439,4576.8,4719,4866.1,5013.2,5161.4,5314.1,5471.1,5628.9,5794.8,5973.1,6159.3,6358.8,6564.2,6787.6,7032,7298.4,7555.4,7811.5,8076.8,8350.4,8632.2,8941.7,9296.2,9720.6,10299.2,11001.6,11801.7,12554.3,13379.4,14327.8,15848.2,17591.3,19847.5,22770.2,28120.4,40791.5
2020,AUT,40,Austria,47.78309631,14.70261192,9006400,108.5,82998.5,2191.3,665,846,8.1,12.6,16.4,20.2,24.3,28.4,32.6,36.9,41.3,45.9,50.6,55.6,60.8,66.3,72.1,78.3,84.9,91.8,99.3,107.3,116,125.4,135.6,146.6,158.5,171.4,185.2,200.2,216.5,234,252.8,272.9,294.1,316.7,340.6,365.9,392.5,420.5,449.3,479.1,510.7,543.3,577.2,612,648.2,685.3,723.8,762.8,803.4,846,890,936.9,986.1,1037.6,1091,1146.7,1204.8,1263.7,1323.8,1390.8,1461.8,1542.5,1639.5,1732.5,1819.7,1926.5,2047.8,2168.8,2302.9,2459.2,2610.1,2752.9,2947.5,3170.9,3467.4,3704.4,3943.9,4076.5,4291.9,4468.9,4735.6,5017.4,5558.1,5855,6141.7,6548.2,6954.7,7197.6,7380.9,7553.3,7683.9,7777.3,7874,7988.1,8123.8,8223.7,8314.1,8411.1,8538.9,9552.9
2020,BHS,44,Bahamas,25.24702072,-77.43824768,393247,29.5,13324.4,1170.2,556.9,1358.3,1.1,2.6,4.3,5.6,7.2,9.1,11.2,13.7,17.1,22.2,29.3,39.6,54.4,72.9,96.5,121.2,144.5,170.9,200.6,224.3,243.4,262.5,279.2,294.5,310.6,327.9,348.3,370.2,399.6,438,476,523,619.1,732,809.5,879.8,939.7,991.4,1036.8,1078,1116.1,1149,1178.9,1208.4,1235.8,1264.5,1290.1,1315.7,1337,1358.3,1381.4,1404,1425.3,1446.3,1467.8,1490.8,1513.6,1533.1,1553.5,1574.2,1594.9,1617.1,1637,1657.1,1678,1696.7,1716.9,1734.9,1753.8,1774.8,1794.3,1813.5,1832.5,1852,1868.9,1887,1905.5,1922.6,1941.7,1958.1,1976,1990.5,2007.4,2024.6,2039.7,2058.4,2076.2,2093.1,2109.5,2126,2144.4,2162.7,2176.9,2189.1,2203.7,2218.7,2236.2,2253.4,2279.1,2405.9
2020,BHR,48,Bahrain,26.17823029,50.56446838,1701582,2481,685.8,12890.4,7370,9237.9,191,290,373.4,453.5,551.8,670.9,805,940.7,1094.6,1269.4,1436.3,1614.7,1802.8,1959.9,2116.9,2264.8,2423.5,2574.3,2723.1,2885.4,3049.9,3202.6,3365.6,3546.7,3738.9,3922.3,4106.2,4274.3,4447.1,4626.5,4794.1,4967.9,5172.2,5371.4,5564.2,5784,5972.5,6200.6,6388.7,6611.9,6826.5,7061.2,7288.6,7536.4,7798.8,8053.1,8323.7,8616.8,8924.1,9237.9,9529.2,9822.7,10083.5,10407.7,10719.4,11032.9,11356.4,11698.3,12048.7,12427.2,12807.2,13153.3,13587.3,13925.5,14336.4,14781.1,15243.8,15757.1,16122.8,16575,16994.7,17393.8,17902.1,18576.4,19081.7,19788.5,20402.9,21125.8,21692.7,22241.2,22728.9,23436.9,24142.9,24908.7,25603.1,26560,27493.7,28356.2,29087.1,29983.4,30856.1,31918.9,33264.4,35328.2,36893,38743.2,42427.8,45668.5,48438.1,60788.2
2020,BGD,50,Bangladesh,23.94239044,90.25137329,164689383,1235.5,133302,11295.4,2391.8,1472.6,281.1,419,495.1,544.7,580.5,609.5,635.5,659.2,681.4,702.2,722.1,741.4,760.3,778.5,796.2,813.3,830.3,847.1,863.7,880,896,912,928.2,944.1,960.4,976.7,993.3,1010.1,1027,1044,1061.2,1078.6,1096.3,1114.2,1132.4,1150.9,1169.9,1189.3,1209,1229.4,1250.3,1272,1294.3,1317.4,1341.1,1365.6,1390.8,1416.7,1443.9,1472.6,1502.1,1533,1566,1600.7,1637.5,1676.4,1717.7,1761.5,1808.3,1858.7,1912.7,1971.1,2034.7,2103.9,2178.7,2260.6,2352.1,2454,2567.1,2691.1,2834.7,3001.5,3194,3416.5,3685.8,3991.1,4339.3,4736.4,5195.6,5721.7,6343.7,7088.3,8041.3,9226.3,10798.9,12887.7,15673.1,18919.7,23187.4,27726.9,32589.7,37100.2,43037.5,50179.7,66682.8,86991.9,106948.2,129842.4,158138.4,415342.2
2020,ARM,51,Armenia,40.27288055,44.59007645,2963234,104.6,28332.4,3987.1,1412.9,2202.6,9.9,15.3,20.4,25.9,32.1,39.5,48.4,58.5,69.5,81.3,94.3,109,125.1,142.6,161.2,181.5,203.2,227.5,253.9,282.5,313.2,347.3,383.8,421.6,461.6,500.7,542,584.4,627.7,671.3,715.2,760.1,808.1,853.9,902.3,953.9,1009.2,1066.2,1125.4,1187.8,1259.4,1334.4,1420.8,1514,1614.2,1727.3,1843,1965.2,2086.2,2202.6,2323.7,2449.3,2583.4,2709.8,2845.7,3003.5,3168.7,3364.3,3561.9,3744.7,3903.8,4054.1,4179.8,4326,4498.9,4695.2,4913.5,5157,5422.2,5692.1,5944.7,6182.9,6432.3,6659.6,6848.1,7011.3,7209.4,7434.6,7688.7,7995.2,8309.5,8594.8,8907.6,9227.4,9514.4,9842.6,10140.8,10380.4,10626.8,10874.6,11157.5,11449.4,11806.7,12192.8,12708.2,13158.5,13566.9,14061.5,14786.9,17925.8
2020,BRB,52,Barbados,13.13877392,-59.56687927,287371,649.5,442.4,1250.6,956.9,1086.9,112.7,137.4,159.8,179.3,196.4,212.2,227.8,244,259.5,276.5,295.8,316.5,337.6,357.2,379.7,401.8,423,444,466.1,489.9,513.3,535.5,556.5,576.3,597.7,618.2,638.5,659.5,679.6,701,720.3,740.7,762,781,800.3,817.9,837.8,856,874.2,892.2,911,930,946.2,963.8,981.9,999.7,1018.7,1039.2,1062.2,1086.9,1112.4,1133.3,1156,1182.6,1207,1231.5,1256.4,1279.4,1303,1331.3,1356.2,1384.7,1414,1441.5,1469.1,1490.5,1515.9,1543.5,1564.9,1593.1,1617.9,1646.1,1685.9,1724.1,1764.3,1816,1884.7,1963.4,2053.7,2136.9,2222.6,2284,2336.3,2388.7,2428.3,2462.2,2486.6,2509.1,2531,2550.6,2571.6,2589.7,2613,2637.8,2671.9,2699,2731.7,2770.1,2821.2,2914.4
